events,batter,pitcher,stand,p_throws,home_team,pitcher_game_pitch_count,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9
single,671277,641154,L,R,WSH,73,543877,467793,571657,669304,621043,650489,621439,622534
field_out,669222,641154,R,R,WSH,74,543877,467793,571657,669304,621043,650489,621439,622534
walk,680777,680730,R,L,WSH,75,660688,608336,671277,669222,682928,608385,696285,592696
home_run,621043,680730,R,L,WSH,78,660688,608336,671277,669222,682928,608385,696285,592696
field_out,622534,680730,R,L,WSH,81,660688,608336,671277,669222,682928,608385,696285,592696
single,669304,680730,R,L,WSH,86,660688,608336,671277,669222,682928,608385,696285,592696
field_out,621439,680730,R,L,WSH,88,660688,608336,671277,669222,682928,608385,696285,592696
single,650489,680730,R,L,WSH,89,660688,608336,671277,669222,682928,608385,696285,592696
strikeout,571657,680730,R,L,WSH,94,660688,608336,671277,669222,682928,608385,696285,592696
strikeout,608336,573204,L,L,WSH,5,543877,467793,571657,669304,621043,650489,621439,622534
single,660688,573204,R,L,WSH,9,543877,467793,571657,669304,621043,650489,621439,622534
single,696285,573204,R,L,WSH,10,543877,467793,571657,669304,621043,650489,621439,622534
field_out,682928,573204,L,L,WSH,14,543877,467793,571657,669304,621043,650489,621439,622534
single,592696,573204,L,L,WSH,17,543877,467793,571657,669304,621043,650489,621439,622534
strikeout,608385,573204,L,L,WSH,21,543877,467793,571657,669304,621043,650489,621439,622534
walk,467793,571882,L,R,WSH,4,660688,608336,671277,669222,682928,608385,696285,592696
field_out,543877,571882,R,R,WSH,7,660688,608336,671277,669222,682928,608385,696285,592696
field_out,680777,571882,R,R,WSH,9,660688,608336,671277,669222,682928,608385,696285,592696
force_out,621043,571882,R,R,WSH,14,660688,608336,671277,669222,682928,608385,696285,592696
field_out,608841,676961,R,R,WSH,3,543877,467793,571657,669304,621043,650489,621439,622534
strikeout,671277,676961,L,R,WSH,8,543877,467793,571657,669304,621043,650489,621439,622534
field_out,669222,676961,R,R,WSH,9,543877,467793,571657,669304,621043,650489,621439,622534
single,622534,571882,R,R,WSH,17,660688,608336,671277,669222,682928,608385,696285,592696
field_out,669304,571882,R,R,WSH,18,660688,608336,671277,669222,682928,608385,696285,592696
strikeout,621439,571882,R,R,WSH,23,660688,608336,671277,669222,682928,608385,696285,592696
field_out,650489,571882,L,R,WSH,24,660688,608336,671277,669222,682928,608385,696285,592696
walk,608336,676961,L,R,WSH,15,543877,467793,571657,669304,621043,650489,621439,622534
field_out,660688,676961,L,R,WSH,16,543877,467793,571657,669304,621043,650489,621439,622534
field_out,696285,676961,R,R,WSH,19,543877,467793,571657,669304,621043,650489,621439,622534
double,682928,676961,L,R,WSH,21,543877,467793,571657,669304,621043,650489,621439,622534
single,592696,676961,L,R,WSH,27,543877,467793,571657,669304,621043,650489,621439,622534
double,608385,676961,L,R,WSH,29,543877,467793,571657,669304,621043,650489,621439,622534
field_out,608841,676961,R,R,WSH,31,543877,467793,571657,669304,621043,650489,621439,622534
field_out,571657,571670,R,R,WSH,2,660688,608336,671277,669222,682928,608385,696285,592696
field_out,467793,571670,L,R,WSH,6,660688,608336,671277,669222,682928,608385,696285,592696
field_out,543877,571670,R,R,WSH,9,660688,608336,671277,669222,682928,608385,696285,592696
single,683002,680730,L,L,WSH,4,660688,608841,671277,702358,682928,608385,696285,592696
grounded_into_double_play,668939,680730,R,L,WSH,5,660688,608841,671277,702358,682928,608385,696285,592696
field_out,663624,680730,R,L,WSH,11,660688,608841,671277,702358,682928,608385,696285,592696
single,696285,680694,R,R,WSH,2,543510,663624,622761,676059,683002,681297,656775,623993
hit_by_pitch,682928,680694,L,R,WSH,8,543510,663624,622761,676059,683002,681297,656775,623993
field_out,671277,680694,L,R,WSH,13,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,669222,680694,R,R,WSH,16,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,608385,680694,L,R,WSH,20,543510,663624,622761,676059,683002,681297,656775,623993
walk,623993,680730,R,L,WSH,18,660688,608841,671277,702358,682928,608385,696285,592696
force_out,676059,680730,R,L,WSH,22,660688,608841,671277,702358,682928,608385,696285,592696
field_out,622761,680730,R,L,WSH,25,660688,608841,671277,702358,682928,608385,696285,592696
double,681297,680730,L,L,WSH,26,660688,608841,671277,702358,682928,608385,696285,592696
walk,608841,680694,R,R,WSH,24,543510,663624,622761,676059,683002,681297,656775,623993
single,660688,680694,L,R,WSH,29,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,592696,680694,L,R,WSH,34,543510,663624,622761,676059,683002,681297,656775,623993
single,702358,680694,R,R,WSH,37,543510,663624,622761,676059,683002,681297,656775,623993
field_out,696285,680694,R,R,WSH,39,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,682928,680694,L,R,WSH,44,543510,663624,622761,676059,683002,681297,656775,623993
field_out,543510,680730,R,L,WSH,30,660688,608841,671277,702358,682928,608385,696285,592696
field_out,656775,680730,L,L,WSH,36,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,683002,680730,L,L,WSH,41,660688,608841,671277,702358,682928,608385,696285,592696
field_out,671277,680694,L,R,WSH,46,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,669222,680694,R,R,WSH,51,543510,663624,622761,676059,683002,681297,656775,623993
walk,608385,680694,L,R,WSH,57,543510,663624,622761,676059,683002,681297,656775,623993
force_out,608841,680694,R,R,WSH,58,543510,663624,622761,676059,683002,681297,656775,623993
field_out,668939,680730,R,L,WSH,46,660688,608841,671277,702358,682928,608385,696285,592696
field_out,663624,680730,R,L,WSH,49,660688,608841,671277,702358,682928,608385,696285,592696
home_run,623993,680730,R,L,WSH,51,660688,608841,671277,702358,682928,608385,696285,592696
field_out,676059,680730,R,L,WSH,52,660688,608841,671277,702358,682928,608385,696285,592696
single,660688,680694,L,R,WSH,64,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,592696,680694,L,R,WSH,68,543510,663624,622761,676059,683002,681297,656775,623993
field_out,702358,680694,R,R,WSH,70,543510,663624,622761,676059,683002,681297,656775,623993
field_out,696285,680694,R,R,WSH,75,543510,663624,622761,676059,683002,681297,656775,623993
field_out,622761,680730,R,L,WSH,56,660688,608841,671277,702358,682928,608385,696285,592696
single,681297,680730,L,L,WSH,57,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,543510,680730,R,L,WSH,62,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,656775,680730,L,L,WSH,67,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,682928,680694,L,R,WSH,81,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,671277,680694,L,R,WSH,86,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,669222,680694,R,R,WSH,90,543510,663624,622761,676059,683002,681297,656775,623993
home_run,683002,680730,L,L,WSH,69,660688,608841,671277,702358,682928,608385,696285,592696
field_out,668939,680730,R,L,WSH,74,660688,608841,671277,702358,682928,608385,696285,592696
field_out,663624,680730,R,L,WSH,77,660688,608841,671277,702358,682928,608385,696285,592696
field_out,623993,571882,L,R,WSH,4,660688,608841,671277,702358,682928,608385,696285,592696
field_out,608385,543056,L,L,WSH,1,543510,663624,622761,676059,683002,681297,656775,623993
field_out,608841,543056,R,L,WSH,7,543510,663624,622761,676059,683002,681297,656775,623993
field_out,660688,543056,R,L,WSH,12,543510,663624,622761,676059,683002,681297,656775,623993
double,676059,571882,R,R,WSH,5,660688,608841,671277,702358,682928,608385,696285,592696
sac_bunt,622761,571882,R,R,WSH,6,660688,608841,671277,702358,682928,608385,696285,592696
sac_fly,681297,676395,L,L,WSH,1,660688,608841,671277,702358,682928,608385,696285,592696
single,543510,676395,R,L,WSH,4,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,656775,676395,L,L,WSH,8,660688,608841,671277,702358,682928,608385,696285,592696
single,592696,666974,L,R,WSH,1,543510,663624,622761,676059,683002,681297,656775,623993
grounded_into_double_play,702358,666974,R,R,WSH,3,543510,663624,622761,676059,683002,681297,656775,623993
walk,696285,666974,R,R,WSH,11,543510,663624,622761,676059,683002,681297,656775,623993
field_out,682928,672335,L,L,WSH,3,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,683002,606930,L,R,WSH,4,660688,608841,671277,702358,682928,608385,696285,592696
single,668939,606930,L,R,WSH,7,660688,608841,671277,702358,682928,608385,696285,592696
grounded_into_double_play,663624,606930,R,R,WSH,10,660688,608841,671277,702358,682928,608385,696285,592696
field_out,671277,672335,L,L,WSH,6,543510,663624,622761,676059,683002,681297,656775,623993
walk,669222,672335,R,L,WSH,10,543510,663624,622761,676059,683002,681297,656775,623993
double_play,608385,672335,L,L,WSH,11,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,623993,571670,L,R,WSH,5,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,676059,571670,R,R,WSH,11,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,622761,571670,R,R,WSH,15,660688,608841,671277,702358,682928,608385,696285,592696
field_out,608841,518886,R,R,WSH,4,543510,663624,622761,676059,683002,681297,656775,623993
field_out,660688,518886,L,R,WSH,6,543510,663624,622761,676059,683002,681297,656775,623993
home_run,592696,518886,L,R,WSH,8,543510,663624,622761,676059,683002,681297,656775,623993
walk,702358,518886,R,R,WSH,14,543510,663624,622761,676059,683002,681297,656775,623993
walk,696285,518886,R,R,WSH,19,543510,663624,622761,676059,683002,681297,656775,623993
single,682928,669211,L,L,WSH,3,543510,663624,622761,676059,683002,681297,656775,623993
field_out,671277,669211,L,L,WSH,5,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,681297,640448,L,R,WSH,8,660688,608841,671277,545121,682928,608385,696285,592696
walk,656811,640448,L,R,WSH,13,660688,608841,671277,545121,682928,608385,696285,592696
field_out,656775,640448,L,R,WSH,20,660688,608841,671277,545121,682928,608385,696285,592696
force_out,683002,640448,L,R,WSH,22,660688,608841,671277,545121,682928,608385,696285,592696
field_out,669222,544150,R,R,WSH,1,668939,663624,622761,676059,683002,681297,656775,623993
field_out,608385,544150,L,R,WSH,7,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,608841,544150,R,R,WSH,11,668939,663624,622761,676059,683002,681297,656775,623993
field_out,668939,640451,L,R,WSH,4,660688,608841,671277,545121,682928,608385,696285,592696
home_run,663624,640451,R,R,WSH,5,660688,608841,671277,545121,682928,608385,696285,592696
hit_by_pitch,623993,640451,L,R,WSH,9,660688,608841,671277,545121,682928,608385,696285,592696
strikeout_double_play,676059,640451,R,R,WSH,13,660688,608841,671277,545121,682928,608385,696285,592696
field_out,660688,544150,L,R,WSH,12,668939,663624,622761,676059,683002,681297,656775,663630
walk,592696,544150,L,R,WSH,18,668939,663624,622761,676059,683002,681297,656775,663630
double,545121,544150,L,R,WSH,19,668939,663624,622761,676059,683002,681297,656775,663630
sac_fly,696285,544150,R,R,WSH,22,668939,663624,622761,676059,683002,681297,656775,663630
field_out,682928,544150,L,R,WSH,31,668939,663624,622761,676059,683002,681297,656775,663630
single,622761,607179,R,R,WSH,4,660688,608841,671277,545121,682928,608385,696285,592696
field_out,681297,607179,L,R,WSH,7,660688,608841,671277,545121,682928,608385,696285,592696
field_out,677008,607179,L,R,WSH,13,660688,608841,671277,545121,682928,608385,696285,592696
strikeout,656775,607179,L,R,WSH,17,660688,608841,671277,545121,682928,608385,696285,592696
double,671277,657097,L,R,WSH,3,668939,663624,622761,676059,683002,681297,656775,663630
strikeout,669222,657097,R,R,WSH,6,668939,663624,622761,676059,683002,681297,656775,663630
field_out,608385,657097,L,R,WSH,8,668939,663624,622761,676059,683002,681297,656775,663630
field_out,608841,657097,R,R,WSH,10,668939,663624,622761,676059,683002,681297,656775,663630
field_out,683002,592866,L,R,WSH,1,660688,608841,671277,702358,682928,608385,696285,592696
single,668939,592866,L,R,WSH,4,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,656811,592866,L,R,WSH,10,660688,608841,671277,702358,682928,608385,696285,592696
field_out,663624,592866,R,R,WSH,12,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,696285,669203,R,R,WSH,3,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,682928,669203,L,R,WSH,7,668939,663624,676059,602104,683002,681297,656775,623993
walk,671277,669203,L,R,WSH,13,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,669222,669203,R,R,WSH,17,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,623993,592866,L,R,WSH,16,660688,608841,671277,702358,682928,608385,696285,592696
field_out,681297,592866,L,R,WSH,20,660688,608841,671277,702358,682928,608385,696285,592696
field_error,676059,592866,R,R,WSH,22,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,656775,592866,L,R,WSH,27,660688,608841,671277,702358,682928,608385,696285,592696
single,608385,669203,L,R,WSH,23,668939,663624,676059,602104,683002,681297,656775,623993
single,608841,669203,R,R,WSH,29,668939,663624,676059,602104,683002,681297,656775,623993
field_out,660688,669203,L,R,WSH,36,668939,663624,676059,602104,683002,681297,656775,623993
field_out,592696,669203,L,R,WSH,40,668939,663624,676059,602104,683002,681297,656775,623993
field_out,702358,669203,R,R,WSH,41,668939,663624,676059,602104,683002,681297,656775,623993
field_out,602104,592866,R,R,WSH,31,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,683002,592866,L,R,WSH,34,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,668939,592866,L,R,WSH,40,660688,608841,671277,702358,682928,608385,696285,592696
field_out,696285,669203,R,R,WSH,43,668939,663624,676059,602104,683002,681297,656775,623993
field_out,682928,669203,L,R,WSH,45,668939,663624,676059,602104,683002,681297,656775,623993
walk,671277,669203,L,R,WSH,49,668939,663624,676059,602104,683002,681297,656775,623993
field_out,669222,669203,R,R,WSH,50,668939,663624,676059,602104,683002,681297,656775,623993
field_out,656811,592866,L,R,WSH,45,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,663624,592866,R,R,WSH,51,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,623993,592866,L,R,WSH,55,660688,608841,671277,702358,682928,608385,696285,592696
field_out,608385,669203,L,R,WSH,52,668939,663624,676059,602104,683002,681297,656775,623993
field_out,608841,669203,R,R,WSH,56,668939,663624,676059,602104,683002,681297,656775,623993
field_out,660688,669203,L,R,WSH,59,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,681297,592866,L,R,WSH,61,660688,608841,671277,702358,682928,608385,696285,592696
single,676059,592866,R,R,WSH,64,660688,608841,671277,702358,682928,608385,696285,592696
field_out,656775,592866,L,R,WSH,74,660688,608841,671277,702358,682928,608385,696285,592696
field_out,602104,592866,R,R,WSH,77,660688,608841,671277,702358,682928,608385,696285,592696
field_out,592696,669203,L,R,WSH,63,668939,663624,676059,602104,683002,681297,656775,623993
field_out,702358,669203,R,R,WSH,65,668939,663624,676059,602104,683002,681297,656775,623993
walk,696285,669203,R,R,WSH,70,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,682928,669203,L,R,WSH,73,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,683002,676395,L,L,WSH,5,660688,608841,671277,702358,682928,608385,696285,592696
strikeout,668939,676395,R,L,WSH,9,660688,608841,671277,702358,682928,608385,696285,592696
field_out,656811,676395,L,L,WSH,13,660688,608841,671277,702358,682928,608385,696285,592696
field_out,671277,669203,L,R,WSH,76,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,669222,669203,R,R,WSH,80,668939,663624,676059,602104,683002,681297,656775,623993
strikeout,608385,669203,L,R,WSH,85,668939,663624,676059,602104,683002,681297,656775,623993
field_out,663624,571882,R,R,WSH,2,660688,608841,671277,702358,682928,608385,696285,592696
field_out,623993,571882,L,R,WSH,6,660688,608841,671277,702358,682928,608385,696285,592696
field_out,681297,571882,L,R,WSH,10,660688,608841,671277,702358,682928,608385,696285,592696
double,608841,669203,R,R,WSH,90,668939,663624,676059,602104,683002,681297,656775,623993
field_out,660688,669203,L,R,WSH,92,668939,663624,676059,602104,683002,681297,656775,623993
single,592696,669203,L,R,WSH,93,668939,663624,676059,602104,683002,681297,656775,623993
